5800,100.0,-0.61,31.7
8,4,0,9
9,4,0,9
10,4,0,9
10,3,0,9
11,3,0,9
12,3,0,9
12,2,0,9
13,2,0,9
14,2,0,9
15,2,0,9
15,1,0,9
15,0,0,9
14,0,0,9
13,0,0,9
12,0,0,9
11,0,0,9
10,0,0,9
9,0,0,9
8,0,0,9
7,0,0,9
6,0,0,9
5,0,0,9
4,0,0,9
3,0,0,9
2,0,0,9
1,0,0,9
0,0,0,9
0,1,0,9
0,2,0,9
0,3,0,9
0,4,0,9
0,5,0,9
0,6,0,9
0,7,0,9
0,8,0,9
0,9,0,9
9,8,0,9
8,8,0,9
7,8,0,9
7,7,0,9
6,7,0,9
5,7,0,9
4,7,0,9
3,7,0,9
3,6,0,9
3,5,0,9
4,5,0,9
4,4,0,9
4,3,0,9
5,3,0,9
6,3,0,9
7,3,0,9
8,3,0,9
9,3,0,9
9,2,0,9
10,2,0,9
11,2,0,9
12,2,0,9
13,2,0,9
14,2,0,9
15,2,0,9
15,1,0,9
15,0,0,9
14,0,0,9
13,0,0,9
12,0,0,9
11,0,0,9
10,0,0,9
9,0,0,9
8,0,0,9
7,0,0,9
6,0,0,9
5,0,0,9
4,0,0,9
3,0,0,9
2,0,0,9
1,0,0,9
0,0,0,9
0,1,0,9
0,2,0,9
0,3,0,9
0,4,0,9
0,5,0,9
0,6,0,9
0,7,0,9
0,8,0,9
0,9,0,9
0,13,0,9
0,12,0,9
0,11,0,9
0,10,0,9
0,9,0,9
9,4,0,9
10,4,0,9
10,3,0,9
11,3,0,9
12,3,0,9
12,2,0,9
13,2,0,9
14,2,0,9
15,2,0,9
15,1,0,9
15,0,0,9
14,0,0,9
13,0,0,9
12,0,0,9
11,0,0,9
10,0,0,9
9,0,0,9
8,0,0,9
7,0,0,9
6,0,0,9
5,0,0,9
4,0,0,9
3,0,0,9
2,0,0,9
1,0,0,9
0,0,0,9
0,1,0,9
0,2,0,9
0,3,0,9
0,4,0,9
0,5,0,9
0,6,0,9
0,7,0,9
0,8,0,9
0,9,0,9
17,8,0,9
16,8,0,9
16,7,0,9
15,7,0,9
15,6,0,9
15,5,0,9
15,4,0,9
15,3,0,9
15,2,0,9
15,1,0,9
15,0,0,9
14,0,0,9
13,0,0,9
12,0,0,9
11,0,0,9
10,0,0,9
9,0,0,9
8,0,0,9
7,0,0,9
6,0,0,9
5,0,0,9
4,0,0,9
3,0,0,9
2,0,0,9
1,0,0,9
0,0,0,9
0,1,0,9
0,2,0,9
0,3,0,9
0,4,0,9
0,5,0,9
0,6,0,9
0,7,0,9
0,8,0,9
0,9,0,9
