4200,80.0,-2.43,121.16
17,14,0,9
17,15,0,9
16,15,0,9
16,16,0,9
16,17,0,9
15,17,0,9
15,18,0,9
14,18,0,9
13,18,0,9
12,18,0,9
11,18,0,9
10,18,0,9
9,18,0,9
8,18,0,9
7,18,0,9
6,18,0,9
5,18,0,9
4,18,0,9
3,18,0,9
2,18,0,9
1,18,0,9
0,18,0,9
0,17,0,9
0,16,0,9
0,15,0,9
0,14,0,9
0,13,0,9
0,12,0,9
0,11,0,9
0,10,0,9
0,9,0,9
8,14,0,9
8,15,0,9
9,15,0,9
10,15,0,9
11,15,0,9
11,16,0,9
12,16,0,9
13,16,0,9
14,16,0,9
15,16,0,9
15,17,0,9
15,18,0,9
14,18,0,9
13,18,0,9
12,18,0,9
11,18,0,9
10,18,0,9
9,18,0,9
8,18,0,9
7,18,0,9
6,18,0,9
5,18,0,9
4,18,0,9
3,18,0,9
2,18,0,9
1,18,0,9
0,18,0,9
0,17,0,9
0,16,0,9
0,15,0,9
0,14,0,9
0,13,0,9
0,12,0,9
0,11,0,9
0,10,0,9
0,9,0,9
6,2,0,9
7,2,0,9
8,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
10,2,0,9
9,2,0,9
5,11,0,9
4,11,0,9
3,11,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
4,10,0,9
3,10,0,9
